userID,age,sex,edu,major,work,IAT,self,HPC,perf
U484,24,M,Univ,FALSE,TRUE,28,4,17,55
U485,26,F,Univ,FALSE,TRUE,35,2,13,48
U486,26,M,UnivO,FALSE,FALSE,41,3,6,54
U487,33,M,GradO,FALSE,TRUE,30,1,13,54
U488,34,M,GradO,FALSE,TRUE,30,5,12,57
U489,32,F,Univ,FALSE,TRUE,18,4,11,56
U490,27,F,High,FALSE,TRUE,34,2,19,50
U491,29,F,Univ,FALSE,TRUE,27,3,13,52
U492,32,F,High,FALSE,TRUE,26,1,10,48
U493,23,F,Grad,FALSE,TRUE,35,5,16,52
U494,24,M,Univ,FALSE,TRUE,30,4,8,51
U495,30,F,HighO,FALSE,TRUE,35,2,9,54
U496,26,M,HighO,FALSE,FALSE,35,3,12,55
U497,31,M,Univ,TRUE,FALSE,31,1,9,54
U498,25,F,High,FALSE,FALSE,33,5,7,53
U499,29,F,HighO,FALSE,FALSE,30,4,14,56
U500,28,M,GradO,FALSE,TRUE,38,2,8,54
U501,28,F,HighO,FALSE,FALSE,25,3,12,52
U502,36,F,Univ,FALSE,TRUE,31,1,14,52
U503,37,M,High,FALSE,FALSE,31,5,8,53
U504,25,M,GradO,TRUE,TRUE,32,4,6,53
U505,30,F,Univ,TRUE,FALSE,29,2,10,55
U506,41,M,Univ,FALSE,TRUE,39,3,5,55
U507,35,M,Univ,FALSE,FALSE,30,1,5,59
U508,48,M,Univ,FALSE,FALSE,25,5,10,54
U509,24,M,Grad,FALSE,FALSE,32,4,11,58
U510,32,F,Univ,FALSE,TRUE,42,2,7,54
U511,27,M,UnivO,TRUE,TRUE,24,3,10,53
U512,22,F,Univ,FALSE,TRUE,27,1,12,54
U513,20,F,UnivO,FALSE,TRUE,19,5,17,51
U514,31,F,UnivO,FALSE,TRUE,17,4,13,57
U515,27,M,High,FALSE,FALSE,41,2,12,52
U516,34,F,Grad,FALSE,TRUE,17,3,14,54
U517,31,F,High,FALSE,TRUE,28,1,17,50
U518,27,F,UnivO,FALSE,TRUE,30,5,10,52
U519,29,M,Univ,FALSE,TRUE,34,4,11,53
U520,27,M,Univ,FALSE,FALSE,30,2,12,52
U521,42,F,GradO,FALSE,TRUE,34,3,11,51
U522,26,F,Univ,FALSE,FALSE,28,1,8,48
U523,27,M,Univ,FALSE,FALSE,21,5,9,56
U524,21,F,Univ,FALSE,TRUE,26,4,8,56
U525,31,M,HighO,FALSE,TRUE,28,2,10,51
U526,44,F,UnivO,FALSE,TRUE,17,3,7,55
U527,24,F,UnivO,FALSE,TRUE,24,1,8,51
U528,26,M,UnivO,FALSE,TRUE,33,5,13,54
U529,31,M,GradO,FALSE,TRUE,22,4,8,55
U530,26,F,HighO,FALSE,FALSE,35,2,7,56
U531,25,M,Grad,FALSE,FALSE,42,3,13,61
U532,30,F,High,FALSE,TRUE,29,1,14,57
U533,28,F,High,FALSE,TRUE,28,5,5,52
U534,33,M,GradO,FALSE,TRUE,18,4,12,53
U535,27,F,Univ,FALSE,FALSE,27,2,5,55
U536,22,F,High,FALSE,FALSE,32,3,9,51
U537,29,M,Univ,TRUE,TRUE,32,1,7,53
U538,28,M,Grad,FALSE,FALSE,31,5,7,53
U539,33,F,UnivO,FALSE,FALSE,26,4,11,48
U540,31,F,UnivO,TRUE,TRUE,16,2,19,54
U541,24,F,GradO,TRUE,FALSE,26,3,8,57
U542,28,M,UnivO,TRUE,TRUE,17,1,11,56
U543,21,M,High,FALSE,TRUE,45,5,13,53
U544,27,M,Univ,FALSE,TRUE,36,4,6,54
U545,34,M,UnivO,FALSE,FALSE,24,2,17,54
U546,28,F,High,FALSE,TRUE,25,3,5,48
U547,38,F,GradO,TRUE,TRUE,31,1,5,51
U548,47,F,High,FALSE,FALSE,33,5,8,56
U549,20,M,GradO,FALSE,TRUE,33,4,14,58
U550,21,M,UnivO,FALSE,TRUE,32,2,15,54
U551,26,F,UnivO,FALSE,TRUE,32,3,13,54
U552,24,M,Univ,FALSE,TRUE,25,1,9,55
U553,35,F,Univ,FALSE,TRUE,16,5,16,59
U554,27,F,High,FALSE,TRUE,34,4,14,50
U555,42,M,GradO,FALSE,TRUE,32,2,6,58
U556,22,F,GradO,FALSE,FALSE,34,3,13,58
U557,28,M,Univ,FALSE,FALSE,31,1,14,47
U558,26,F,UnivO,FALSE,TRUE,30,5,10,54
U559,28,F,High,FALSE,FALSE,33,4,8,51
U560,41,M,High,FALSE,TRUE,25,2,8,48
U561,24,M,Univ,FALSE,TRUE,16,3,14,49
U562,21,M,UnivO,FALSE,FALSE,33,1,14,52
U563,30,M,UnivO,FALSE,TRUE,42,5,13,54
U564,35,F,Univ,FALSE,TRUE,31,4,13,54
U565,24,F,UnivO,FALSE,TRUE,17,2,12,54
U566,47,M,Univ,FALSE,TRUE,33,3,7,56
U567,33,M,High,FALSE,FALSE,34,1,13,50
U568,29,F,High,FALSE,FALSE,15,5,10,58
U569,27,F,High,FALSE,TRUE,34,4,16,50
U570,27,M,Univ,FALSE,FALSE,17,2,13,51
U571,30,F,UnivO,FALSE,FALSE,30,3,14,54
U572,41,M,Grad,FALSE,TRUE,33,1,8,55
U573,26,F,Univ,FALSE,TRUE,27,5,12,53
U574,28,F,UnivO,FALSE,FALSE,30,4,9,54
U575,31,F,GradO,FALSE,TRUE,35,2,15,54
U576,25,M,Univ,FALSE,TRUE,30,3,12,53
U577,27,M,High,FALSE,TRUE,25,1,12,50
U578,29,M,High,FALSE,TRUE,28,5,10,56
U579,31,F,UnivO,FALSE,TRUE,15,4,11,50
U580,37,F,Grad,FALSE,TRUE,30,2,12,53
U581,48,F,Univ,FALSE,TRUE,31,3,11,52
U582,24,M,Univ,FALSE,FALSE,26,1,9,54
U583,28,F,Univ,FALSE,TRUE,24,5,8,50
U584,25,F,Univ,FALSE,TRUE,25,4,11,55
U585,24,M,UnivO,TRUE,TRUE,31,2,8,57
U586,27,F,High,FALSE,TRUE,31,3,9,53
U587,24,F,Univ,FALSE,TRUE,25,1,12,51
U588,23,M,Univ,FALSE,FALSE,26,5,7,52
U589,20,F,UnivO,FALSE,TRUE,19,4,9,57
U590,29,F,Univ,FALSE,TRUE,19,2,8,56
U591,23,M,HighO,FALSE,FALSE,25,3,13,56
U592,43,M,HighO,FALSE,TRUE,44,1,9,53
U593,27,M,Univ,FALSE,FALSE,36,5,6,51
U594,29,M,Univ,FALSE,TRUE,38,4,14,46
U595,24,M,Grad,FALSE,TRUE,32,2,9,54
U596,29,M,Univ,TRUE,FALSE,35,3,5,50
U597,29,M,Univ,FALSE,FALSE,26,1,5,54
U598,30,M,GradO,FALSE,TRUE,30,5,8,51
U599,31,M,High,FALSE,TRUE,21,4,8,52
U600,27,F,Univ,FALSE,FALSE,37,2,14,56
U601,26,M,Univ,FALSE,FALSE,29,3,10,55
U602,25,F,UnivO,FALSE,TRUE,40,1,5,54
U603,26,F,Univ,FALSE,FALSE,32,5,13,53
U604,29,M,High,FALSE,TRUE,30,4,12,52
U605,29,F,Univ,FALSE,TRUE,35,2,9,56
U606,26,M,Univ,FALSE,FALSE,31,3,6,61
U607,40,M,High,FALSE,FALSE,17,1,14,52
U608,27,F,UnivO,FALSE,FALSE,26,5,20,54
U609,30,M,UnivO,FALSE,FALSE,17,4,11,47
U610,26,F,GradO,FALSE,TRUE,30,2,6,51
U611,27,F,Univ,FALSE,FALSE,34,3,7,48
U612,48,F,High,FALSE,TRUE,33,1,6,56
U613,25,M,Univ,TRUE,TRUE,34,5,13,53
U614,25,M,Grad,FALSE,FALSE,16,4,7,50
U615,20,F,Univ,FALSE,TRUE,32,2,10,48
U616,25,M,Univ,FALSE,TRUE,26,3,9,52
U617,26,F,UnivO,FALSE,TRUE,26,1,14,47
U618,31,F,Univ,FALSE,FALSE,20,5,11,52
U619,34,F,Univ,FALSE,TRUE,32,4,18,57
U620,30,M,Univ,FALSE,TRUE,35,2,12,46
U621,22,M,Univ,FALSE,FALSE,32,3,12,53
U622,24,F,Univ,FALSE,TRUE,15,1,5,52
U623,28,M,Univ,FALSE,TRUE,17,5,11,49
U624,37,M,Univ,FALSE,TRUE,35,4,13,55
U625,25,M,UnivO,FALSE,TRUE,35,2,7,53
U626,20,F,GradO,FALSE,TRUE,16,3,14,54
U627,30,M,Univ,FALSE,TRUE,31,1,14,52
U628,22,M,High,FALSE,TRUE,31,5,17,57
U629,25,F,HighO,FALSE,FALSE,29,4,11,55
U630,31,F,High,FALSE,TRUE,31,2,13,54
U631,39,F,GradO,FALSE,FALSE,28,3,11,50
U632,31,F,Univ,FALSE,TRUE,34,1,7,55
U633,29,M,Univ,FALSE,FALSE,20,5,10,49
U634,31,F,Univ,TRUE,FALSE,22,4,18,55
U635,22,M,High,FALSE,TRUE,34,2,14,53
U636,38,F,Univ,FALSE,TRUE,25,3,10,54
U637,26,F,Univ,TRUE,TRUE,34,1,11,50
U638,35,M,High,FALSE,TRUE,30,5,5,53
U639,25,F,High,FALSE,TRUE,35,4,6,57
U640,26,F,HighO,FALSE,FALSE,42,2,10,55
U641,30,M,High,FALSE,FALSE,32,3,11,53
U642,25,M,UnivO,FALSE,TRUE,31,1,8,50
U643,31,M,Univ,TRUE,TRUE,26,5,12,54
U644,21,F,HighO,FALSE,FALSE,18,4,16,53
U645,24,M,Univ,FALSE,TRUE,31,2,14,57
U646,25,F,Univ,FALSE,TRUE,32,3,11,52
U647,25,F,UnivO,FALSE,FALSE,25,1,7,55
U648,38,F,Univ,FALSE,TRUE,25,5,10,47
U649,31,F,Univ,FALSE,TRUE,34,4,10,56
U650,46,M,Univ,FALSE,FALSE,32,2,11,56
U651,27,M,Univ,FALSE,FALSE,34,3,15,51
U652,31,M,HighO,FALSE,TRUE,35,1,18,53
U653,50,F,HighO,FALSE,TRUE,43,5,7,53
U654,30,F,High,FALSE,TRUE,31,4,9,54
U655,26,M,Univ,TRUE,TRUE,30,2,14,52
U656,31,F,High,FALSE,TRUE,16,3,13,51
U657,46,F,High,FALSE,TRUE,30,1,9,52
U658,25,F,GradO,FALSE,TRUE,33,5,5,56
U659,26,M,Grad,FALSE,TRUE,33,4,5,55
U660,22,F,Univ,FALSE,TRUE,25,2,15,56
U661,28,M,UnivO,FALSE,TRUE,44,3,14,60
U662,22,F,Univ,FALSE,TRUE,25,1,12,55
U663,40,M,Grad,FALSE,FALSE,23,5,12,52
U664,24,M,High,FALSE,TRUE,29,4,13,50
U665,25,F,Univ,FALSE,TRUE,42,2,11,49
U666,31,M,High,FALSE,TRUE,33,3,9,58
U667,35,F,UnivO,FALSE,FALSE,20,1,11,52
U668,24,F,High,FALSE,TRUE,31,5,14,55
U669,31,M,High,FALSE,TRUE,26,4,15,59
U670,32,F,Univ,TRUE,FALSE,30,2,7,54
U671,24,F,Grad,FALSE,FALSE,32,3,12,54
U672,23,F,GradO,FALSE,TRUE,41,1,10,54
U673,26,M,HighO,FALSE,FALSE,30,5,8,56
U674,27,M,Univ,FALSE,TRUE,41,4,12,51
U675,20,M,High,FALSE,TRUE,25,2,5,50
U676,45,F,Univ,FALSE,TRUE,17,3,13,51
U677,31,M,GradO,FALSE,TRUE,30,1,8,55
U678,45,F,High,FALSE,FALSE,27,5,5,54
U679,24,F,Univ,FALSE,TRUE,28,4,14,56
U680,23,F,Univ,TRUE,TRUE,29,2,12,54
U681,28,F,Univ,FALSE,TRUE,28,3,12,54
U682,24,F,Univ,FALSE,FALSE,31,1,10,53
U683,31,M,Univ,FALSE,TRUE,26,5,7,56
U684,25,F,Univ,FALSE,FALSE,37,4,6,55
U685,48,M,Univ,FALSE,TRUE,26,2,7,55
U686,24,M,GradO,FALSE,TRUE,28,3,10,47
U687,45,M,High,FALSE,FALSE,26,1,11,49
U688,24,M,Univ,FALSE,TRUE,32,5,19,48
U689,31,M,High,FALSE,TRUE,33,4,13,52
U690,28,F,Univ,FALSE,TRUE,30,2,8,55
U691,44,M,UnivO,TRUE,TRUE,32,3,7,57
U692,28,F,Univ,FALSE,TRUE,30,1,13,56
U693,24,F,Univ,FALSE,TRUE,34,5,20,49
U694,31,M,Univ,FALSE,TRUE,23,4,18,55
U695,26,M,Univ,FALSE,TRUE,30,2,9,54
U696,24,F,Univ,FALSE,TRUE,30,3,9,51
U697,25,M,Univ,FALSE,TRUE,29,1,8,53
U698,30,F,UnivO,FALSE,TRUE,30,5,13,55
U699,26,F,HighO,FALSE,FALSE,37,4,10,59
U700,35,M,UnivO,FALSE,TRUE,20,2,14,54
U701,27,M,UnivO,FALSE,TRUE,27,3,16,49
U702,29,F,UnivO,FALSE,TRUE,30,1,5,54
U703,32,M,High,FALSE,FALSE,30,5,8,50
U704,28,F,Univ,FALSE,TRUE,20,4,13,52
U705,26,F,GradO,FALSE,TRUE,34,2,19,52
U706,26,F,Univ,FALSE,FALSE,30,3,19,51
U707,30,M,HighO,FALSE,TRUE,17,1,7,53
U708,29,M,Univ,FALSE,FALSE,27,5,9,53
U709,27,F,HighO,FALSE,FALSE,28,4,18,54
U710,28,M,High,FALSE,TRUE,30,2,14,51
U711,34,M,Univ,FALSE,TRUE,35,3,9,57
U712,21,F,HighO,FALSE,FALSE,27,1,8,55
U713,23,M,High,FALSE,TRUE,26,5,6,55
U714,26,F,High,FALSE,TRUE,33,4,16,59
U715,25,M,Univ,FALSE,TRUE,17,2,12,51
U716,25,M,High,FALSE,FALSE,30,3,14,56
U717,29,M,Univ,FALSE,FALSE,27,1,5,50
U718,27,F,Univ,FALSE,TRUE,30,5,6,53
U719,22,F,UnivO,TRUE,TRUE,29,4,10,51
U720,24,M,Univ,TRUE,FALSE,33,2,7,48
U721,35,M,Univ,TRUE,TRUE,23,3,8,55
U722,24,M,UnivO,FALSE,TRUE,30,1,9,50
U723,21,F,Univ,FALSE,TRUE,25,5,8,53
U724,24,M,High,FALSE,TRUE,20,4,12,51
U725,31,M,Univ,FALSE,TRUE,15,2,9,52
U726,20,M,GradO,TRUE,FALSE,33,3,11,50
U727,30,M,Grad,FALSE,FALSE,34,1,5,57
U728,26,M,Univ,FALSE,TRUE,32,5,8,46
U729,25,M,HighO,FALSE,TRUE,17,4,9,57
U730,22,F,Univ,FALSE,TRUE,34,2,11,54
U731,21,M,Univ,FALSE,TRUE,25,3,17,51
U732,27,F,Univ,FALSE,TRUE,32,1,8,54
U733,26,F,UnivO,FALSE,TRUE,16,5,9,59
U734,30,M,Univ,FALSE,TRUE,37,4,8,52
U735,28,M,Univ,FALSE,TRUE,30,2,14,52
U736,35,F,HighO,FALSE,TRUE,21,3,15,53
U737,29,M,High,FALSE,TRUE,26,1,12,56
U738,49,M,Univ,FALSE,TRUE,17,5,11,52
U739,22,F,Univ,TRUE,TRUE,16,4,10,54
U740,21,M,Univ,FALSE,FALSE,31,2,13,52
U741,24,F,Univ,FALSE,TRUE,27,3,9,55
U742,26,M,Univ,FALSE,TRUE,15,1,10,51
U743,24,M,HighO,FALSE,FALSE,31,5,9,53
U744,25,F,UnivO,FALSE,FALSE,28,4,9,51
U745,30,F,UnivO,FALSE,TRUE,25,2,14,55
U746,24,F,Univ,FALSE,TRUE,35,3,8,52
U747,29,M,Univ,FALSE,FALSE,33,1,10,52
U748,31,M,Univ,FALSE,TRUE,34,5,20,47
U749,24,F,Univ,FALSE,TRUE,34,4,10,55
U750,30,M,High,FALSE,FALSE,28,2,8,52
U751,30,M,Grad,FALSE,TRUE,17,3,13,56
U752,35,F,Univ,TRUE,TRUE,26,1,13,51
U753,24,M,High,FALSE,FALSE,35,5,5,53
U754,46,M,High,FALSE,TRUE,31,4,10,50
U755,25,F,High,FALSE,TRUE,28,2,8,57
U756,38,M,GradO,TRUE,TRUE,31,3,15,55
U757,31,M,GradO,FALSE,TRUE,23,1,6,56
U758,22,M,Univ,FALSE,TRUE,30,5,12,56
U759,25,F,GradO,FALSE,FALSE,30,4,18,55
U760,30,M,High,FALSE,TRUE,21,2,13,52
U761,25,F,UnivO,FALSE,TRUE,33,3,14,55
U762,31,F,Univ,FALSE,TRUE,43,1,10,51
U763,24,M,UnivO,FALSE,TRUE,25,5,7,53
U764,29,F,HighO,FALSE,FALSE,25,4,14,56
U765,25,F,Grad,FALSE,TRUE,35,2,18,54
U766,31,M,Univ,FALSE,TRUE,38,3,13,53
U767,23,F,HighO,FALSE,TRUE,18,1,9,54
U768,29,M,Univ,FALSE,FALSE,35,5,5,56
U769,32,M,High,FALSE,TRUE,34,4,9,51
U770,26,M,Univ,FALSE,TRUE,16,2,14,46
U771,45,M,Univ,FALSE,TRUE,27,3,18,57
U772,36,F,UnivO,FALSE,FALSE,28,1,11,59
U773,46,F,High,FALSE,TRUE,38,5,13,53
U774,27,F,Univ,FALSE,FALSE,38,4,10,55
U775,31,M,High,FALSE,TRUE,17,2,10,50
U776,31,M,UnivO,FALSE,FALSE,16,3,10,56
U777,27,M,Univ,FALSE,FALSE,37,1,7,50
U778,27,M,Univ,FALSE,TRUE,25,5,16,52
U779,28,M,UnivO,FALSE,TRUE,40,4,12,50
U780,26,M,GradO,FALSE,TRUE,26,2,7,52
U781,20,F,Univ,FALSE,FALSE,20,3,14,51
U782,24,M,High,FALSE,TRUE,39,1,11,54
U783,24,F,HighO,FALSE,TRUE,34,5,10,49
U784,26,F,Univ,FALSE,TRUE,25,4,8,52
U785,27,F,Univ,FALSE,FALSE,27,2,6,54
U786,30,F,GradO,FALSE,FALSE,32,3,12,48
U787,43,F,High,FALSE,TRUE,26,1,6,53
U788,27,F,UnivO,FALSE,TRUE,25,5,11,48
U789,32,F,High,FALSE,TRUE,34,4,17,50
U790,24,F,Grad,TRUE,TRUE,27,2,14,57
U791,35,M,UnivO,FALSE,FALSE,35,3,14,51
U792,26,M,UnivO,FALSE,FALSE,28,1,10,56
U793,31,F,Univ,FALSE,FALSE,34,5,5,52
U794,29,F,Univ,FALSE,TRUE,29,4,13,48
U795,33,M,HighO,FALSE,TRUE,26,2,14,50
U796,24,F,GradO,FALSE,FALSE,34,3,7,55
U797,31,F,Univ,FALSE,TRUE,16,1,15,50
U798,42,F,High,FALSE,FALSE,31,5,8,57
U799,25,F,High,FALSE,FALSE,35,4,13,56
U800,45,M,Univ,FALSE,TRUE,25,2,15,53
U801,24,M,GradO,FALSE,TRUE,18,3,6,51
U802,47,F,UnivO,FALSE,TRUE,20,1,7,55
U803,29,M,UnivO,FALSE,TRUE,31,5,7,52
U804,26,M,High,FALSE,TRUE,27,4,8,52
U805,26,M,High,FALSE,FALSE,35,2,12,53
U806,28,F,Univ,FALSE,TRUE,30,3,11,54
U807,24,M,Univ,FALSE,TRUE,22,1,13,53
U808,29,F,UnivO,FALSE,FALSE,34,5,11,51
U809,31,F,Univ,FALSE,TRUE,15,4,7,58
U810,30,M,Univ,TRUE,TRUE,40,2,6,57
U811,28,F,Univ,FALSE,TRUE,27,3,10,53
U812,27,M,Grad,FALSE,TRUE,15,1,9,52
U813,23,M,UnivO,FALSE,FALSE,30,5,8,53
U814,29,F,High,FALSE,TRUE,34,4,8,51
U815,24,M,UnivO,FALSE,FALSE,27,2,5,48
U816,25,M,Grad,FALSE,TRUE,30,3,9,54
U817,25,F,Univ,FALSE,TRUE,34,1,8,51
U818,37,F,Univ,TRUE,TRUE,26,5,17,56
U819,28,F,Univ,FALSE,TRUE,26,4,20,49
U820,30,F,GradO,FALSE,FALSE,27,2,5,52
U821,25,F,Grad,FALSE,TRUE,27,3,14,53
U822,27,M,UnivO,FALSE,TRUE,24,1,6,49
U823,25,F,GradO,FALSE,FALSE,42,5,9,54
U824,26,M,High,FALSE,TRUE,31,4,14,53
U825,24,M,Univ,FALSE,TRUE,20,2,5,51
U826,32,M,Grad,TRUE,TRUE,31,3,11,53
U827,24,F,UnivO,FALSE,TRUE,15,1,8,56
U828,27,M,Univ,FALSE,TRUE,25,5,13,53
U829,27,M,High,FALSE,TRUE,26,4,13,51
U830,30,F,High,FALSE,TRUE,30,2,6,53
U831,26,M,UnivO,FALSE,FALSE,26,3,6,55
U832,41,M,High,FALSE,TRUE,26,1,12,53
U833,41,M,Univ,FALSE,TRUE,25,5,9,48
U834,23,M,High,FALSE,FALSE,28,4,6,57
U835,24,M,Univ,FALSE,TRUE,28,2,15,54
U836,29,F,UnivO,FALSE,TRUE,33,3,12,56
U837,32,M,Univ,FALSE,FALSE,31,1,20,53
U838,27,F,High,FALSE,FALSE,31,5,10,52
U839,29,F,Univ,FALSE,FALSE,22,4,13,50
U840,30,M,Univ,FALSE,TRUE,44,2,14,53
U841,27,M,Univ,FALSE,TRUE,24,3,7,52
U842,29,M,GradO,FALSE,FALSE,31,1,10,53
U843,30,M,Grad,FALSE,TRUE,35,5,13,55
U844,27,F,Univ,FALSE,TRUE,34,4,7,56
U845,30,M,Univ,FALSE,TRUE,32,2,11,49
U846,21,M,GradO,FALSE,TRUE,30,3,13,56
U847,29,M,High,FALSE,TRUE,35,1,9,50
U848,20,F,Univ,FALSE,TRUE,32,5,8,54
U849,35,M,High,FALSE,TRUE,30,4,10,52
U850,35,F,High,FALSE,TRUE,25,2,14,47
U851,28,M,Univ,FALSE,FALSE,35,3,9,52
U852,20,F,Univ,FALSE,TRUE,35,1,11,53
U853,23,M,High,FALSE,TRUE,18,5,8,51
U854,27,F,Univ,FALSE,TRUE,38,4,12,57
U855,29,F,Grad,FALSE,TRUE,35,2,13,53
U856,30,M,Univ,FALSE,TRUE,25,3,8,52
U857,27,M,GradO,FALSE,FALSE,22,1,16,48
U858,25,M,Univ,FALSE,TRUE,24,5,13,53
U859,33,M,GradO,FALSE,FALSE,22,4,9,47
U860,21,M,Univ,FALSE,FALSE,38,2,5,58
U861,24,F,Univ,FALSE,FALSE,31,3,5,50
U862,30,M,Univ,FALSE,FALSE,26,1,9,52
U863,27,M,GradO,FALSE,FALSE,32,5,9,51
U864,29,F,Univ,FALSE,TRUE,39,4,10,54
U865,27,F,Univ,FALSE,TRUE,30,2,6,52
U866,22,F,UnivO,FALSE,TRUE,32,3,5,48
U867,24,F,Univ,FALSE,FALSE,30,1,7,54
U868,23,M,Univ,FALSE,TRUE,35,5,12,57
U869,25,F,Univ,FALSE,TRUE,35,4,8,52
U870,30,F,GradO,FALSE,FALSE,27,2,10,55
U871,21,F,High,FALSE,FALSE,20,3,12,48
U872,21,M,UnivO,FALSE,TRUE,28,1,11,52
U873,23,M,UnivO,FALSE,FALSE,29,5,11,50
U874,25,F,Univ,FALSE,TRUE,34,4,13,49
U875,34,M,UnivO,TRUE,TRUE,34,2,8,55
U876,25,F,GradO,FALSE,TRUE,41,3,7,51
U877,26,F,Univ,FALSE,TRUE,40,1,15,56
U878,25,M,GradO,FALSE,TRUE,25,5,8,50
U879,29,F,Univ,FALSE,TRUE,32,4,13,57
U880,28,M,Univ,FALSE,FALSE,22,2,16,53
U881,30,M,Univ,FALSE,TRUE,33,3,9,51
U882,26,M,Univ,FALSE,TRUE,42,1,10,61
U883,29,F,Univ,FALSE,TRUE,25,5,11,56
U884,29,F,Univ,FALSE,TRUE,28,4,13,55
U885,31,M,High,FALSE,TRUE,26,2,14,54
U886,21,M,Grad,TRUE,TRUE,32,3,13,51
U887,27,M,GradO,FALSE,FALSE,34,1,12,54
U888,25,F,GradO,FALSE,FALSE,26,5,18,55
U889,27,M,UnivO,FALSE,TRUE,28,4,17,51
U890,24,M,Univ,FALSE,TRUE,32,2,12,57
U891,22,M,Univ,TRUE,TRUE,35,3,8,55
U892,33,M,UnivO,FALSE,TRUE,31,1,14,50
U893,29,M,Univ,FALSE,TRUE,29,5,14,50
U894,27,M,GradO,FALSE,TRUE,29,4,19,52
U895,24,F,High,FALSE,TRUE,29,2,7,53
U896,25,M,High,FALSE,FALSE,45,3,10,51
U897,31,F,Univ,FALSE,FALSE,35,1,8,55
U898,31,F,UnivO,TRUE,TRUE,32,5,11,55
U899,22,M,GradO,FALSE,TRUE,34,4,15,48
U900,39,M,High,FALSE,TRUE,30,2,13,52
U901,29,M,Univ,FALSE,TRUE,28,3,8,48
U902,29,F,Univ,FALSE,FALSE,31,1,10,53
U903,22,F,Univ,FALSE,TRUE,32,5,7,54
U904,29,F,GradO,FALSE,TRUE,27,4,5,54
U905,21,F,UnivO,FALSE,TRUE,38,2,10,53
U906,24,F,HighO,FALSE,TRUE,35,3,14,56
U907,24,F,UnivO,FALSE,TRUE,18,1,7,54
U908,26,M,UnivO,FALSE,FALSE,31,5,17,50
U909,34,M,Univ,FALSE,TRUE,41,4,5,54
U910,25,F,Univ,FALSE,TRUE,24,2,10,53
U911,24,F,Univ,TRUE,TRUE,30,3,13,51
U912,29,F,Univ,FALSE,TRUE,29,1,5,53
U913,26,M,HighO,FALSE,FALSE,23,5,5,47
U914,25,M,Univ,FALSE,TRUE,35,4,13,54
U915,27,M,Univ,TRUE,TRUE,44,2,9,52
U916,26,M,Univ,FALSE,TRUE,27,3,15,53
U917,28,F,HighO,FALSE,TRUE,33,1,10,53
U918,22,F,UnivO,FALSE,FALSE,24,5,15,53
U919,22,M,High,FALSE,TRUE,32,4,13,54
U920,32,M,Univ,FALSE,TRUE,21,2,12,57
U921,28,M,GradO,FALSE,TRUE,30,3,6,58
U922,30,M,Univ,FALSE,FALSE,37,1,12,56
U923,27,M,Univ,FALSE,FALSE,19,5,7,53
U924,25,F,Grad,TRUE,FALSE,25,4,13,55
U925,28,F,Univ,FALSE,FALSE,33,2,6,52
U926,26,F,GradO,FALSE,TRUE,35,3,15,52
U927,32,M,UnivO,FALSE,TRUE,40,1,13,48
U928,31,F,UnivO,FALSE,TRUE,32,5,7,59
U929,26,M,UnivO,FALSE,TRUE,41,4,6,57
U930,27,M,High,FALSE,TRUE,30,2,8,53
U931,24,F,Univ,FALSE,FALSE,39,3,13,53
U932,22,F,UnivO,FALSE,TRUE,23,1,5,56
U933,25,M,Univ,FALSE,TRUE,32,5,10,56
U934,29,F,GradO,FALSE,TRUE,32,4,12,54
U935,25,F,Grad,FALSE,TRUE,30,2,13,56
U936,30,M,UnivO,FALSE,TRUE,33,3,12,55
U937,27,F,Univ,FALSE,FALSE,20,1,11,55
U938,28,F,Univ,FALSE,TRUE,25,5,7,49
U939,27,M,Grad,FALSE,FALSE,27,4,12,54
U940,30,M,HighO,FALSE,TRUE,34,2,11,50
U941,21,M,Univ,FALSE,FALSE,16,3,6,59
U942,30,F,GradO,TRUE,FALSE,17,1,6,56
U943,49,F,Univ,TRUE,TRUE,34,5,8,56
U944,32,M,Univ,FALSE,TRUE,17,4,14,56
U945,30,F,HighO,FALSE,TRUE,25,2,6,50
U946,29,F,UnivO,FALSE,FALSE,35,3,11,54
U947,26,M,High,FALSE,TRUE,25,1,12,52
U948,25,F,Univ,FALSE,TRUE,22,5,8,54
U949,30,M,Univ,FALSE,FALSE,29,4,11,54
U950,25,F,High,FALSE,TRUE,27,2,9,49
U951,33,F,Univ,FALSE,TRUE,18,3,11,52
U952,20,F,Univ,FALSE,FALSE,31,1,5,53
U953,27,M,Univ,FALSE,TRUE,30,5,13,50
U954,46,M,High,FALSE,FALSE,35,4,13,49
U955,49,M,High,FALSE,TRUE,29,2,8,51
U956,24,F,Univ,FALSE,TRUE,32,3,14,51
U957,48,M,High,FALSE,TRUE,33,1,14,57
U958,31,M,High,FALSE,TRUE,30,5,10,56
U959,26,M,Univ,FALSE,TRUE,29,4,11,51
U960,29,F,Univ,FALSE,TRUE,31,2,9,44
U961,24,M,High,FALSE,TRUE,32,3,10,50
U962,30,M,Univ,FALSE,TRUE,25,1,11,48
U963,38,M,Univ,FALSE,TRUE,32,5,5,52
U964,35,M,High,FALSE,TRUE,32,4,20,48
U965,24,M,UnivO,TRUE,TRUE,29,2,12,51
U966,27,F,Univ,FALSE,FALSE,33,3,12,50
U967,31,M,UnivO,FALSE,TRUE,15,1,18,51
U968,25,F,UnivO,FALSE,TRUE,35,5,13,51
